p1_Up,p1_Down,p1_Right,p1_Left,p1_Select,p1_Start,p1_Y,p1_B,p1_X,p1_A,p1_L,p1_R,p2_Up,p2_Down,p2_Right,p2_Left,p2_Select,p2_Start,p2_Y,p2_B,p2_X,p2_A,p2_L,p2_R,type,player_count,savegamepath,player1_player_id,player1_health,player1_x_coord,player1_y_coord,player1_is_jumping,player1_is_crouching,player1_player_buttons,player1_is_player_in_move,player1_move_id,player2_player_id,player2_health,player2_x_coord,player2_y_coord,player2_is_jumping,player2_is_crouching,player2_player_buttons,player2_is_player_in_move,player2_move_id,timer,fight_result,has_round_started,is_round_over
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,122,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,176,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,144,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,147,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,149,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,142,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,137,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,132,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,128,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,128,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,120,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,117,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,114,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,114,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,109,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,107,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,106,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,106,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,105,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,105,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,104,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,104,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,104,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,103,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,102,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,102,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,104,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,106,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,111,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,113,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,113,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,118,192,False,False,"{'Up': False, 'Down': False, 'Right': True, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,118,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,buttons,2,,5,89,118,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",False,0,6,176,212,192,False,False,"{'Up': False, 'Down': False, 'Right': False, 'Left': False, 'Select': False, 'Start': False, 'Y': False, 'B': False, 'X': False, 'A': False, 'L': False, 'R': False}",True,1029,148,NOT_OVER,True,False
